,movie,size,mean_ratings,weighted_rating,genre 1,genre 2,genre 3,genre 4,genre 5,genre 6
1020,Laura (1944),292,4.2020547945205475,23.854030532134182,Crime,Film-Noir,Mystery,,,
1021,"Lawnmower Man, The (1992)",615,2.6601626016260163,17.082559398587744,Action,Sci-Fi,Thriller,,,
1022,Lawrence of Arabia (1962),831,4.401925391095066,29.592514788906414,Adventure,War,,,,
1023,"League of Their Own, A (1992)",1099,3.6797088262056414,25.765895067887392,Comedy,Drama,,,,
1024,Leaving Las Vegas (1995),980,3.6510204081632653,25.1465950014449,Drama,Romance,,,,
1025,Legend (1985),355,3.2704225352112677,19.204306348115374,Adventure,Fantasy,Romance,,,
1026,Legends of the Fall (1994),705,3.425531914893617,22.465315877718623,Drama,Romance,War,Western,,
1027,Lethal Weapon (1987),1627,3.8869084204056548,28.741717523081252,Action,Comedy,Crime,Drama,,
1028,Lethal Weapon 2 (1989),1011,3.5450049455984174,24.526808768515696,Action,Comedy,Crime,Drama,,
1029,Lethal Weapon 3 (1992),802,3.254364089775561,21.76228611786983,Action,Comedy,Crime,Drama,,
1030,Lethal Weapon 4 (1998),669,3.14050822122571,20.43146832635188,Action,Comedy,Crime,Drama,,
1031,Liar Liar (1997),666,3.5,22.754513846891363,Comedy,,,,,
1032,Liberty Heights (1999),155,3.6516129032258067,18.416636233395444,Drama,,,,,
1033,Licence to Kill (1989),385,3.2,19.05037866972091,Action,,,,,
1034,Life (1999),102,2.9607843137254903,13.69354695697892,Comedy,,,,,
1035,Life Is Beautiful (La Vita è bella) (1997),1152,4.329861111111111,30.522294399465373,Comedy,Drama,,,,
1036,"Life Less Ordinary, A (1997)",116,3.1724137931034484,15.080355089027089,Romance,Thriller,,,,
1037,Lifeboat (1944),213,3.943661971830986,21.14312403378365,Drama,Thriller,War,,,
1038,Lifeforce (1985),183,2.9453551912568305,15.343787084052055,Horror,Sci-Fi,,,,
1039,Like Water for Chocolate (Como agua para chocolate) (1992),772,3.9326424870466323,26.14807913714407,Drama,Romance,,,,
1040,"Limey, The (1999)",474,3.679324894514768,22.669083478979353,Action,Crime,Drama,,,
1041,"Lion King, The (1994)",1121,3.8608385370205176,27.110717180246485,Animation,Children's,Musical,,,
1042,Little Big League (1994),100,2.93,13.49314864494511,Children's,Comedy,,,,
1043,Little Big Man (1970),591,4.04399323181049,25.80802078105004,Comedy,Drama,Western,,,
1044,"Little Mermaid, The (1989)",1035,3.756521739130435,26.078362581410182,Animation,Children's,Comedy,Musical,Romance,
1045,"Little Princess, A (1995)",172,3.872093023255814,19.931577450917207,Children's,Drama,,,,
1046,"Little Rascals, The (1994)",107,2.822429906542056,13.188731850537343,Children's,Comedy,,,,
1047,Little Shop of Horrors (1986),936,3.3322649572649574,22.798075503347874,Comedy,Horror,Musical,,,
1048,"Little Shop of Horrors, The (1960)",356,3.311797752808989,19.456582392344224,Comedy,Horror,,,,
1049,Little Voice (1998),330,3.690909090909091,21.403923797372485,Comedy,,,,,
1050,Little Women (1994),285,3.6491228070175437,20.626627184138233,Drama,,,,,
1051,Live and Let Die (1973),422,3.5924170616113744,21.716180227674393,Action,,,,,
1052,Living Out Loud (1998),179,3.223463687150838,16.72134977636936,Comedy,Romance,,,,
1053,Living in Oblivion (1995),205,3.9170731707317072,20.850619576820204,Comedy,,,,,
1054,Loaded Weapon 1 (1993),264,2.7613636363636362,15.397223091642667,Action,Comedy,,,,
1055,Local Hero (1983),351,4.0,23.44314489386346,Comedy,,,,,
1056,"Lock, Stock & Two Smoking Barrels (1998)",625,3.8976,25.0917808300126,Comedy,Crime,Thriller,,,
1057,Logan's Run (1976),626,3.4696485623003195,22.342282757235484,Action,Adventure,Sci-Fi,,,
1058,Lolita (1962),201,3.8656716417910446,20.500835390855233,Drama,,,,,
1059,Lolita (1997),221,3.3438914027149322,18.050869848061627,Drama,Romance,,,,
1060,Lone Star (1996),630,4.082539682539682,26.314906945174137,Drama,Mystery,,,,
1061,"Long Kiss Goodnight, The (1996)",434,3.4838709677419355,21.15770353815625,Action,Thriller,,,,
1062,"Longest Day, The (1962)",352,3.971590909090909,23.287944271267442,Action,Drama,War,,,
1063,Looking for Richard (1996),146,3.8219178082191783,19.04693489666611,Documentary,Drama,,,,
1064,Lord of Illusions (1995),139,2.7338129496402876,13.489928738055127,Horror,,,,,
1065,Lord of the Flies (1963),353,3.6657223796033995,21.504843245528857,Adventure,Drama,Thriller,,,
1066,"Lord of the Rings, The (1978)",438,3.3333333333333335,20.274063034588156,Adventure,Animation,Children's,Sci-Fi,,
1067,Loser (2000),138,2.4565217391304346,12.103905791799221,Comedy,Romance,,,,
1068,Lost Highway (1997),145,3.3517241379310345,16.68063861252689,Mystery,,,,,
1069,"Lost Weekend, The (1945)",122,3.9098360655737703,18.78293474047347,Drama,,,,,
1070,"Lost World: Jurassic Park, The (1997)",1255,3.036653386454183,21.666190466388514,Action,Adventure,Sci-Fi,Thriller,,
1071,Lost in Space (1998),667,2.5847076461769114,16.80781115316122,Action,Sci-Fi,Thriller,,,
1072,"Love Bug, The (1969)",242,3.268595041322314,17.941114633842723,Children's,Comedy,,,,
1073,"Love Letter, The (1999)",144,2.75,13.666986573834002,Comedy,Romance,,,,
1074,Love and Basketball (2000),119,3.453781512605042,16.506048366965032,Drama,Romance,,,,
1075,Love and Death (1975),219,4.0228310502283104,21.679325086613414,Comedy,,,,,
1076,Love and Death on Long Island (1997),151,3.4304635761589406,17.211595731590272,Comedy,Drama,,,,
1077,Love! Valour! Compassion! (1997),103,3.4854368932038833,16.15405540557708,Drama,Romance,,,,
1078,"Low Down Dirty Shame, A (1994)",102,2.7450980392156863,12.696003801172507,Action,Comedy,,,,
1079,Lucas (1986),155,3.6258064516129034,18.286483327152368,Drama,,,,,
1080,M (1931),308,4.3019480519480515,24.65059159883112,Crime,Film-Noir,Thriller,,,
1081,M*A*S*H (1970),1099,4.124658780709736,28.88150404122986,Comedy,War,,,,
1082,Mad City (1997),113,2.7787610619469025,13.136281195359956,Action,Drama,,,,
1083,Mad Max (1979),1066,3.6641651031894935,25.545344812438024,Action,Sci-Fi,,,,
1084,Mad Max 2 (a.k.a. The Road Warrior) (1981),1034,3.6740812379110253,25.50249615010131,Action,Sci-Fi,,,,
1085,Mad Max Beyond Thunderdome (1985),722,3.1662049861495847,20.84004081372438,Action,Sci-Fi,,,,
1086,Madeline (1998),116,3.1724137931034484,15.080355089027089,Children's,Comedy,,,,
1087,"Madness of King George, The (1994)",383,3.7258485639686683,22.161477622874102,Drama,,,,,
1088,Madonna: Truth or Dare (1991),209,3.062200956937799,16.359301058648224,Documentary,,,,,
1089,Mafia! (1998),129,2.449612403100775,11.90465674246735,Comedy,Crime,,,,
1090,Magnolia (1999),1113,3.8939802336028753,27.315548426260747,Drama,,,,,
1091,Magnum Force (1973),210,3.6904761904761907,19.733373030028755,Western,,,,,
1092,Major League: Back to the Minors (1998),142,2.2183098591549295,10.993560022143642,Comedy,,,,,
1093,Major Payne (1994),140,2.7285714285714286,13.483624324548243,Comedy,,,,,
1094,Malcolm X (1992),475,3.903157894736842,24.056390835116265,Drama,,,,,
1095,Malice (1993),185,3.324324324324324,17.35415585093605,Thriller,,,,,
1096,Mallrats (1995),451,3.5476718403547673,21.681480583601523,Comedy,,,,,
1097,"Maltese Falcon, The (1941)",1043,4.395973154362416,30.551382402855744,Film-Noir,Mystery,,,,
1098,Man Bites Dog (C'est arrivé près de chez vous) (1992),154,3.655844155844156,18.41431373479788,Action,Comedy,Crime,Drama,,
1099,"Man Who Knew Too Little, The (1997)",252,3.1547619047619047,17.44403224036342,Comedy,Mystery,,,,
1100,"Man Who Knew Too Much, The (1934)",128,3.8359375,18.612084840504156,Thriller,,,,,
1101,"Man Who Knew Too Much, The (1956)",179,3.9329608938547485,20.40178551570889,Thriller,,,,,
1102,"Man Who Would Be King, The (1975)",310,4.129032258064516,23.686492067010857,Adventure,,,,,
1103,"Man Without a Face, The (1993)",212,3.3160377358490565,17.762642222143512,Drama,,,,,
1104,"Man for All Seasons, A (1966)",219,4.232876712328767,22.81127622620957,Drama,,,,,
1105,"Man in the Iron Mask, The (1998)",391,3.0434782608695654,18.165631704303287,Action,Drama,Romance,,,
1106,Man on the Moon (1999),874,3.48512585812357,23.60503755634641,Comedy,Drama,,,,
1107,"Man with Two Brains, The (1983)",312,3.2275641025641026,18.535910929885095,Comedy,,,,,
1108,"Man with the Golden Gun, The (1974)",461,3.629067245119306,22.25851393911799,Action,,,,,
1109,"Manchurian Candidate, The (1962)",765,4.333333333333333,28.772795279914988,Film-Noir,Thriller,,,,
1110,Manhattan (1979),718,4.082172701949861,26.846284549972626,Comedy,Drama,Romance,,,
1111,Manhattan Murder Mystery (1993),335,3.719402985074627,21.62509445568368,Comedy,Mystery,,,,
1112,Manon of the Spring (Manon des sources) (1986),220,4.259090909090909,22.97195004969165,Drama,,,,,
1113,Mansfield Park (1999),145,3.882758620689655,19.323455841260575,Drama,,,,,
1114,Marathon Man (1976),400,3.93,23.546455670134367,Thriller,,,,,
1115,"Mariachi, El (1992)",483,3.6873706004140785,22.78801171874789,Action,Thriller,,,,
1116,"Mark of Zorro, The (1940)",105,3.704761904761905,17.241815011535966,Adventure,,,,,
1117,Marked for Death (1990),127,2.779527559055118,13.464551508030572,Action,Drama,,,,
1118,Marnie (1964),118,3.5677966101694913,17.02083243135631,Thriller,,,,,
1119,Married to the Mob (1988),365,3.0931506849315067,18.24927154025927,Comedy,,,,,
1120,Mars Attacks! (1996),1074,2.9003724394785846,20.24212060692676,Action,Comedy,Sci-Fi,War,,
1121,Marty (1955),205,3.975609756097561,21.16221040486733,Drama,Romance,,,,
1122,Marvin's Room (1996),104,3.201923076923077,14.87098239821228,Drama,,,,,
1123,Mary Poppins (1964),1011,3.894164193867458,26.942535190191492,Children's,Comedy,Musical,,,
1124,Mary Shelley's Frankenstein (1994),244,2.8975409836065573,15.928270226566777,Drama,Horror,,,,
1125,"Mask of Zorro, The (1998)",983,3.5615462868769074,24.541223326180294,Action,Adventure,Romance,,,
1126,"Mask, The (1994)",1179,3.279050042408821,23.190825332890142,Comedy,Crime,Fantasy,,,
1127,"MatchMaker, The (1997)",109,3.018348623853211,14.160123424343011,Comedy,Romance,,,,
1128,Matewan (1987),177,4.141242937853107,21.43569352529162,Drama,,,,,
1129,Matilda (1996),218,3.477064220183486,18.722235126578575,Children's,Comedy,,,,
1130,"Matrix, The (1999)",2590,4.315830115830116,33.919891985777944,Action,Sci-Fi,Thriller,,,
1131,Maurice (1987),101,3.8514851485148514,17.775068129220298,Drama,Romance,,,,
1132,Maverick (1994),802,3.5236907730673317,23.563302900038366,Action,Comedy,Western,,,
1133,Maximum Overdrive (1986),147,2.272108843537415,11.338806013497264,Horror,,,,,
1134,McCabe & Mrs. Miller (1971),208,3.6971153846153846,19.7334941504342,Drama,Western,,,,
1135,McHale's Navy (1997),156,2.173076923076923,10.97372555421534,Comedy,War,,,,
1136,Me Myself I (2000),192,3.1875,16.758266498338553,Comedy,,,,,
1137,"Me, Myself and Irene (2000)",560,3.0,18.983810351187586,Comedy,,,,,
1138,Meatballs (1979),315,3.311111111111111,19.047407181889316,Comedy,,,,,
1139,Medicine Man (1992),263,3.049429657794677,16.99189176352307,Adventure,Romance,,,,
1140,Meet Joe Black (1998),344,3.252906976744186,18.99906399593265,Romance,,,,,
1141,Meet Me in St. Louis (1944),189,3.7936507936507935,19.88535772379769,Musical,,,,,
1142,Meet the Parents (2000),862,3.6357308584686776,24.57483296781904,Comedy,,,,,
1143,Melvin and Howard (1980),108,3.638888888888889,17.037755298702024,Drama,,,,,
1144,Men in Black (1997),2538,3.739952718676123,29.317981720023628,Action,Adventure,Comedy,Sci-Fi,,
1145,Menace II Society (1993),298,3.6073825503355703,20.55159563085003,Action,Crime,Drama,,,
1146,Mercury Rising (1998),264,3.003787878787879,16.74896832876905,Action,Drama,Thriller,,,
1147,Message in a Bottle (1999),170,2.835294117647059,14.561499097989568,Romance,,,,,
1148,"Messenger: The Story of Joan of Arc, The (1999)",341,3.0175953079178885,17.598261199779294,Drama,War,,,,
1149,Meteor (1979),131,2.366412213740458,11.536726490017992,Sci-Fi,,,,,
1150,Metro (1997),100,2.77,12.756321415187015,Action,,,,,
1151,Metropolis (1926),388,4.082474226804123,24.335650664853777,Sci-Fi,,,,,
1152,Metropolitan (1990),198,3.6464646464646466,19.283478768492195,Comedy,,,,,
1153,Michael (1996),392,3.0535714285714284,18.233674546503018,Comedy,Romance,,,,
1154,Michael Collins (1996),170,3.523529411764706,18.096136845841805,Drama,War,,,,
1155,Mickey Blue Eyes (1999),448,2.8683035714285716,17.510400231368877,Comedy,Romance,,,,
1156,Midnight Cowboy (1969),663,4.113122171945701,26.722029258275786,Drama,,,,,
1157,Midnight Express (1978),295,4.0067796610169495,22.78645719048701,Drama,,,,,
1158,Midnight Run (1988),765,3.8562091503267975,25.60474994743566,Action,Adventure,Comedy,Crime,,
1159,Midnight in the Garden of Good and Evil (1997),628,3.2531847133757963,20.9587731848639,Comedy,Crime,Drama,Mystery,,
1160,"Midsummer Night's Dream, A (1999)",415,3.3493975903614457,20.191101549688362,Comedy,Fantasy,,,,
1161,Mighty Aphrodite (1995),431,3.640371229698376,22.082885367454246,Comedy,,,,,
1162,"Mighty Ducks, The (1992)",361,2.886426592797784,16.997813940672746,Children's,Comedy,,,,
1163,Mighty Joe Young (1949),144,3.111111111111111,15.461641376458669,Adventure,Children's,Drama,,,
1164,Mighty Joe Young (1998),180,2.827777777777778,14.684527983906207,Adventure,Children's,Drama,,,
1165,"Mighty, The (1998)",134,3.798507462686567,18.60448103115682,Drama,,,,,
1166,Mildred Pierce (1945),136,4.088235294117647,20.084089091685623,Drama,,,,,
1167,Milk Money (1994),228,2.692982456140351,14.62113252709661,Comedy,Romance,,,,
1168,Miller's Crossing (1990),358,4.005586592178771,23.55498408519163,Drama,,,,,
1169,Mimic (1997),348,2.925287356321839,17.119373920719585,Sci-Fi,Thriller,,,,
1170,Miracle on 34th Street (1947),380,3.960526315789474,23.526204566695395,Drama,,,,,
1171,Miracle on 34th Street (1994),170,3.1823529411764704,16.343923261436423,Drama,,,,,
1172,"Mirror Has Two Faces, The (1996)",188,3.0851063829787235,16.154980523624314,Comedy,Romance,,,,
1173,Misery (1990),884,3.82579185520362,25.95592057221777,Horror,,,,,
1174,Missing in Action (1984),191,2.5392670157068062,13.336924673312122,Action,War,,,,
1175,Missing in Action 2: The Beginning (1985),104,2.0865384615384617,9.690700241477671,Action,War,,,,
1176,Mission to Mars (2000),793,2.5952080706179066,17.32515030280519,Sci-Fi,,,,,
1177,"Mission, The (1986)",229,3.8951965065502185,21.16541496580953,Drama,,,,,
1178,Mission: Impossible (1996),1527,3.432874918140144,25.16661304515787,Action,Adventure,Mystery,,,
1179,Mission: Impossible 2 (2000),1313,3.1957349581111956,22.945600298990502,Action,Thriller,,,,
1180,Mister Roberts (1955),421,4.149643705463183,25.07477330271525,Comedy,Drama,War,,,
1181,"Misérables, Les (1995)",224,3.8169642857142856,20.656059706857405,Drama,Musical,,,,
1182,"Misérables, Les (1998)",259,3.7606177606177607,20.897106301526446,Drama,,,,,
1183,"Mod Squad, The (1999)",214,2.107476635514019,11.308669078387174,Action,Crime,,,,
1184,Modern Times (1936),305,4.2360655737704915,24.231615788120575,Comedy,,,,,
1185,Mommie Dearest (1981),163,3.2024539877300615,16.31250064307442,Drama,,,,,
1186,Mona Lisa (1986),167,3.6107784431137726,18.479941729864095,Comedy,Thriller,,,,
1187,"Money Pit, The (1986)",418,2.8923444976076556,17.45669151177615,Comedy,,,,,
1188,Money Train (1995),160,2.5375,12.878253556155835,Action,,,,,
1189,Monkey Shines (1988),161,2.6832298136645965,13.634575687411727,Horror,Sci-Fi,,,,
1190,Monty Python and the Holy Grail (1974),1599,4.335209505941213,31.981420198477156,Comedy,,,,,
1191,Monty Python's Life of Brian (1979),926,4.018358531317495,27.44890175714734,Comedy,,,,,
1192,Moonraker (1979),652,3.191717791411043,20.68247351743768,Action,Romance,Sci-Fi,,,
1193,Moonstruck (1987),982,3.7871690427698574,26.092046920336312,Comedy,,,,,
1194,Mortal Kombat (1995),311,2.787781350482315,16.001287636203845,Action,Adventure,,,,
1195,Mortal Kombat: Annihilation (1997),134,2.1791044776119404,10.672904638699,Action,Adventure,,,,
1196,"Mosquito Coast, The (1986)",466,3.3583690987124464,20.634443170400505,Drama,,,,,
1197,Mother (1996),168,3.5952380952380953,18.421870497378382,Comedy,,,,,
1198,Mouse Hunt (1997),231,3.0432900432900434,16.562855629856365,Children's,Comedy,,,,
1199,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),124,3.9596774193548385,19.086760070258652,Documentary,,,,,
1200,Mr. Holland's Opus (1995),541,3.6968576709796674,23.26587533769494,Drama,,,,,
1201,Mr. Mom (1983),628,3.4076433121019107,21.953878911213287,Comedy,Drama,,,,
1202,Mr. Nice Guy (1997),172,3.2674418604651163,16.81913893005326,Action,Comedy,,,,
1203,Mr. Saturday Night (1992),177,2.711864406779661,14.037016223929026,Comedy,Drama,,,,
1204,Mr. Smith Goes to Washington (1939),383,4.240208877284595,25.220910763523154,Drama,,,,,
1205,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",265,3.8754716981132074,21.624085023727734,Drama,Romance,,,,
1206,Mrs. Doubtfire (1993),838,3.420047732696897,23.02040319329552,Comedy,,,,,
1207,Mrs. Winterbourne (1996),121,3.0991735537190084,14.862987228089075,Comedy,Romance,,,,
1208,Much Ado About Nothing (1993),667,4.0,26.011160183662493,Comedy,Romance,,,,
1209,Mulan (1998),490,3.742857142857143,23.184774463848914,Animation,Children's,,,,
1210,Mulholland Falls (1996),275,3.0872727272727274,17.34050422515971,Crime,Film-Noir,Thriller,,,
1211,Multiplicity (1996),239,2.8619246861924688,15.673226232306083,Comedy,,,,,
1212,Mumford (1999),277,3.5487364620938626,19.958155987661204,Comedy,,,,,
1213,"Mummy, The (1932)",162,3.537037037037037,17.99501666721084,Horror,Romance,,,,
1214,"Mummy, The (1999)",1007,3.3217477656405165,22.96899189289334,Action,Adventure,Horror,Thriller,,
1215,"Muppet Christmas Carol, The (1992)",262,3.6068702290076335,20.084296015474184,Children's,Musical,,,,
1216,"Muppet Movie, The (1979)",744,3.8561827956989245,25.49723888297868,Children's,Comedy,,,,
1217,Muppet Treasure Island (1996),256,3.1484375,17.458644610353623,Adventure,Children's,Comedy,Musical,,
1218,Muppets From Space (1999),232,3.1767241379310347,17.30278208154341,Children's,Comedy,,,,
1219,"Muppets Take Manhattan, The (1984)",341,3.504398826979472,20.437242112474493,Children's,Comedy,,,,
1220,Murder at 1600 (1997),281,3.0249110320284696,17.055521241756882,Mystery,Thriller,,,,
1221,Murder in the First (1995),212,3.5707547169811322,19.127055707201478,Drama,Thriller,,,,
1222,"Murder, My Sweet (1944)",110,3.9272727272727272,18.46006834565749,Film-Noir,Thriller,,,,
1223,Muriel's Wedding (1994),518,3.6776061776061777,22.98494756081914,Comedy,Romance,,,,
1224,Murphy's Romance (1985),269,3.546468401486989,19.8414671231976,Comedy,Romance,,,,
1225,"Muse, The (1999)",157,2.9554140127388533,14.943299704978436,Comedy,Drama,,,,
1226,Music of the Heart (1999),133,3.4285714285714284,16.7669112967603,Drama,,,,,
1227,Mutiny on the Bounty (1935),225,4.0311111111111115,21.832902510219597,Adventure,,,,,
1228,My Best Friend's Wedding (1997),820,3.428048780487805,22.999822561543997,Comedy,Romance,,,,
1229,My Blue Heaven (1990),239,3.192468619246862,17.483438033990556,Comedy,,,,,
1230,My Bodyguard (1980),238,3.508403361344538,19.19893282569614,Drama,,,,,
1231,My Cousin Vinny (1992),1086,3.7845303867403315,26.454838137228222,Comedy,,,,,
1232,My Dog Skip (1999),300,3.6433333333333335,20.780780815997428,Comedy,,,,,
1233,My Fair Lady (1964),636,4.154088050314465,26.815463214378305,Musical,Romance,,,,
1234,My Favorite Martian (1999),123,2.3333333333333335,11.228430162535641,Comedy,Sci-Fi,,,,
1235,My Favorite Year (1982),302,3.8940397350993377,22.23662971004254,Comedy,,,,,
1236,My Fellow Americans (1996),121,3.1983471074380163,15.338602819387924,Comedy,,,,,
1237,My Left Foot (1989),453,3.958057395143488,24.20705205516795,Drama,,,,,
1238,My Life as a Dog (Mitt liv som hund) (1985),330,4.1454545454545455,24.03987500394545,Drama,,,,,
1239,My Life in Pink (Ma vie en rose) (1997),201,3.825870646766169,20.289758578594174,Comedy,Drama,,,,
1240,My Man Godfrey (1936),188,4.1063829787234045,21.50283614523788,Comedy,,,,,
1241,My Own Private Idaho (1991),236,3.3516949152542375,18.31309727870872,Drama,,,,,
1242,My Science Project (1985),189,3.0105820105820107,15.780709267560512,Adventure,Sci-Fi,,,,
1243,Mystery Men (1999),853,3.0105509964830013,20.317484780725245,Action,Adventure,Comedy,,,
1244,Mystery Science Theater 3000: The Movie (1996),456,3.6798245614035086,22.529699417467413,Comedy,Sci-Fi,,,,
1245,Mystery Train (1989),188,3.877659574468085,20.305139313314005,Comedy,Crime,Drama,,,
1246,"Mystery, Alaska (1999)",287,3.4355400696864113,19.443377925919815,Comedy,,,,,
1247,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",431,3.0881670533642693,18.733155146004844,Comedy,,,,,
1248,Naked Gun 33 1/3: The Final Insult (1994),412,2.8980582524271843,17.44927640563916,Comedy,,,,,
1249,"Naked Gun: From the Files of Police Squad!, The (1988)",692,3.680635838150289,24.069834434910696,Comedy,,,,,
1250,"Name of the Rose, The (1986)",324,3.9012345679012346,22.55203643197995,Mystery,,,,,
1251,Nashville (1975),325,3.92,22.67259471473257,Drama,Musical,,,,
1252,Natural Born Killers (1994),700,3.144285714285714,20.598468310615047,Action,Thriller,,,,
1253,"Natural, The (1984)",548,3.832116788321168,24.16638339888838,Drama,,,,,
1254,"Navigator: A Mediaeval Odyssey, The (1988)",110,3.5636363636363635,16.75080275809661,Adventure,Fantasy,Sci-Fi,,,
1255,Near Dark (1987),148,3.7094594594594597,18.53695633984121,Comedy,Horror,,,,
1256,Needful Things (1993),242,2.9421487603305785,16.14927132654364,Drama,Horror,,,,
1257,"Negotiator, The (1998)",799,3.6082603254067585,24.11530614098144,Action,Thriller,,,,
1258,Nell (1994),215,3.2232558139534886,17.310940248802186,Drama,,,,,
1259,"Net, The (1995)",569,2.869947275922671,18.206602370699997,Sci-Fi,Thriller,,,,
1260,Network (1976),688,4.020348837209302,26.268110357156434,Comedy,Drama,,,,
1261,Never Been Kissed (1999),624,3.168269230769231,20.391457176708908,Comedy,Romance,,,,
1262,Never Cry Wolf (1983),212,3.981132075471698,21.3252774331282,Drama,,,,,
1263,"NeverEnding Story II: The Next Chapter, The (1990)",177,2.4124293785310735,12.487095682536864,Adventure,Children's,Fantasy,,,
1264,"NeverEnding Story, The (1984)",699,3.6051502145922747,23.612474778868673,Adventure,Children's,Fantasy,,,
1265,"Newton Boys, The (1998)",119,3.033613445378151,14.498013285825731,Crime,Drama,,,,
1266,"Next Best Thing, The (2000)",160,2.33125,11.831498956763857,Comedy,Drama,,,,
1267,Next Friday (1999),168,2.6011904761904763,13.32840630356681,Comedy,,,,,
1268,"Next Karate Kid, The (1994)",155,1.935483870967742,9.7614679682308,Action,Children's,,,,
1269,"Next Stop, Wonderland (1998)",196,3.688775510204082,19.46978009501869,Comedy,Drama,Romance,,,
1270,Nick of Time (1995),229,3.074235807860262,16.704542753284652,Action,Thriller,,,,
1271,Night Shift (1982),294,3.4727891156462585,19.737873953921067,Comedy,,,,,
1272,"Night at the Roxbury, A (1998)",144,2.3819444444444446,11.83781917885117,Comedy,,,,,
1273,Night of the Comet (1984),281,3.096085409252669,17.456827623915867,Action,Horror,Sci-Fi,,,
1274,Night of the Living Dead (1968),715,3.6713286713286712,24.129009335065412,Horror,Sci-Fi,,,,
1275,Night on Earth (1991),194,3.747422680412371,19.740891142469277,Comedy,Drama,,,,
1276,"Night to Remember, A (1958)",144,3.875,19.258026535857002,Action,Drama,,,,
1277,Nighthawks (1981),190,3.2736842105263158,17.177099857283274,Action,Drama,,,,
1278,"Nightmare Before Christmas, The (1993)",996,3.717871485943775,25.667245075136314,Children's,Comedy,Musical,,,
1279,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",268,2.6417910447761193,14.770219336573456,Horror,,,,,
1280,"Nightmare on Elm Street 4: The Dream Master, A (1988)",242,2.239669421487603,12.293405981722827,Horror,,,,,
1281,"Nightmare on Elm Street 5: The Dream Child, A (1989)",200,1.995,10.570143146263334,Horror,,,,,
1282,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",274,2.321167883211679,13.029012684900778,Horror,,,,,
1283,"Nightmare on Elm Street, A (1984)",451,3.4855875831485585,21.302054673388493,Horror,,,,,
1284,Nights of Cabiria (Le Notti di Cabiria) (1957),111,4.207207207207207,19.81396940552126,Drama,,,,,
1285,Nikita (La Femme Nikita) (1990),733,4.005457025920873,26.42458360264558,Thriller,,,,,
1286,Nine 1/2 Weeks (1986),237,3.0843881856540083,16.86562009776279,Drama,,,,,
1287,Nine Months (1995),211,2.7630331753554502,14.78736157259027,Comedy,,,,,
1288,Nineteen Eighty-Four (1984),278,3.7194244604316546,20.931511624302583,Drama,Sci-Fi,,,,
1289,Ninotchka (1939),132,4.075757575757576,19.901116926905058,Comedy,Romance,,,,
1290,"Ninth Gate, The (2000)",298,2.8758389261744965,16.383923214547423,Thriller,,,,,
1291,Nixon (1995),153,3.542483660130719,17.82024413983464,Drama,,,,,
1292,No Escape (1994),178,2.955056179775281,15.312461502548521,Action,Sci-Fi,,,,
1293,No Way Out (1987),355,3.8732394366197185,22.744118198672385,Thriller,,,,,
1294,Nobody's Fool (1994),233,3.648068669527897,19.885762598844828,Drama,,,,,
1295,North Dallas Forty (1979),167,3.3652694610778444,17.223428278911477,Comedy,Drama,,,,
1296,North by Northwest (1959),1315,4.38403041825095,31.48431753664441,Drama,Thriller,,,,
1297,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",238,3.991596638655462,21.843097226839923,Horror,,,,,
1298,Nothing in Common (1986),110,3.0727272727272728,14.443294214889425,Comedy,,,,,
1299,Notorious (1946),445,4.29438202247191,26.187460569033,Film-Noir,Romance,Thriller,,,
1300,Notting Hill (1999),780,3.6628205128205127,24.391798369918142,Comedy,Romance,,,,
1301,Nurse Betty (2000),559,3.5026833631484795,22.158498512410883,Comedy,Thriller,,,,
1302,Nutty Professor II: The Klumps (2000),248,2.6411290322580645,14.561676728782514,Comedy,,,,,
1303,"Nutty Professor, The (1963)",222,3.1486486486486487,17.011132837516772,Comedy,,,,,
1304,"Nutty Professor, The (1996)",948,2.9957805907172994,20.534142179751328,Comedy,Fantasy,Romance,Sci-Fi,,
1305,"Object of My Affection, The (1998)",211,3.1943127962085307,17.095508919255302,Comedy,Romance,,,,
1306,October Sky (1999),588,4.137755102040816,26.385334462988705,Drama,,,,,
1307,"Odd Couple, The (1968)",389,4.033419023136247,24.053614370533012,Comedy,,,,,
1308,Of Mice and Men (1992),328,3.847560975609756,22.288973090795093,Drama,,,,,
1309,Office Space (1999),872,3.8211009174311927,25.87186967943202,Comedy,Romance,,,,
1310,"Old Man and the Sea, The (1958)",131,3.7786259541984735,18.421547137286794,Adventure,Drama,,,,
1311,Old Yeller (1957),301,3.7043189368770766,21.140956628554804,Children's,Drama,,,,
1312,Oliver & Company (1988),144,3.0416666666666665,15.116515452877001,Animation,Children's,,,,
1313,Oliver! (1968),213,3.6948356807511735,19.80909358879492,Musical,,,,,
1314,"Omega Man, The (1971)",224,3.5401785714285716,19.158193388933245,Sci-Fi,,,,,
1315,"Omen, The (1976)",409,3.6234718826405867,21.79052777813064,Horror,,,,,
